name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,torque_rpm,hp_per_liter,year_squared,predicted_price
1924,2014,425000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,1500.0,0.0625,4056196,9340976584.253214
1924,2016,540000,80000,Diesel,Individual,Manual,Third Owner,21.19,1396,88.73,219.66,5,1500.0,0.06356017191977077,4064256,9338330724.180141
1924,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,7,1750.0,0.08082832331329326,4076361,9365300806.861082
1924,2017,850000,50000,Diesel,Individual,Automatic,First Owner,19.6,1461,108.45,245.0,5,1750.0,0.0742299794661191,4068289,9357887091.010538
1924,2012,650000,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,1400.0,0.0408981555733761,4048144,9305204051.863985
1924,2013,250000,60000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,146.0,5,3400.0,0.06240601503759398,4052169,9342995898.080818
1924,2012,405000,150000,Diesel,Individual,Manual,First Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4048144,9350735993.36042
1924,2013,300000,120000,Petrol,Individual,Manual,Second Owner,18.0,1198,86.7,109.0,5,4500.0,0.07237061769616027,4052169,9362464392.997086
1924,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0,99.0,5,4500.0,0.06261510128913444,4076361,9330313874.773312
1924,2012,200000,90000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,1750.0,0.05929487179487179,4048144,9339327686.529388
1924,2013,350000,37000,Petrol,Dealer,Manual,First Owner,13.7,1399,98.79,131.0,7,4400.0,0.07061472480343102,4052169,9359524735.593822
1924,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,3800.0,0.06476846057571965,4064256,9342049791.849295
1924,2012,250000,100000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,2000.0,0.059214743589743594,4048144,9339071271.56408
1924,2014,300000,45000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,135.0,5,2500.0,0.04911743772241993,4056196,9314834574.786434
1924,2011,235000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7,5,4000.0,0.06591478696741855,4044121,9354457887.730179
1924,2014,375000,76000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,159.8,5,1500.0,0.0625,4056196,9340870343.193922
1924,2017,400000,110000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77.0,5,3500.0,0.05827655310621242,4068289,9325903573.025198
1924,2012,450000,135000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,1400.0,0.02461355529131986,4048144,9271609336.803053
1924,2011,325000,160000,Diesel,Individual,Manual,Third Owner,20.86,1199,75.0,180.0,5,2000.0,0.06255212677231026,4044121,9347895375.463184
1924,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5,4000.0,0.06591478696741855,4040100,9356763855.716703
1924,2019,359000,5500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,7,3000.0,0.061036789297658864,4076361,9326599282.289299
1924,2019,670000,5000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,110.0,5,4800.0,0.07402835696413679,4076361,9351936000.929472
1924,2014,180000,62000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,0.06781326781326781,4056196,9351327703.540213
1924,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,0.0,5,0.0,0.06683375104427736,4040100,9358405457.211329
1924,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,0.05931089743589743,4076361,9323204245.819048
1924,2014,560000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200.0,7,1750.0,0.07115384615384615,4056196,9357926775.891748
1924,2012,300000,88000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5,4000.0,0.06610169491525424,4048144,9352592652.585619
1924,2018,275000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,4250.0,0.06706706706706707,4072324,9340637739.65296
1924,2012,320000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,4000.0,0.07167919799498747,4048144,9363490203.525297
1924,2012,254999,190000,Diesel,Individual,Manual,Third Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4048144,9350629754.932814
1924,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,4000.0,0.06921470342522974,4048144,9358675032.506334
1924,2011,110000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4,5,2500.0,0.0498220640569395,4044121,9323128474.551807
1924,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,3000.0,0.05931149732620321,4068289,9325834988.804201
1924,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,168.5,400.0,5,1750.0,0.09523809523809523,4076361,9394694627.83779
1924,2017,235000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72.0,5,4386.0,0.06713391739674593,4068289,9343079274.573019
1924,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,4000.0,0.06921470342522974,4052169,9356369066.73716
1924,2015,625000,90000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66,5,1500.0,0.06356017191977077,4060225,9340742927.518236
1924,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7,5,1500.0,0.06353868194842408,4072324,9333781109.857346
1924,2008,200000,90000,Petrol,Individual,Manual,First Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4032064,9359917777.486454
1924,2014,570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,215.0,5,1750.0,0.06606141522029373,4056196,9347932222.661581
1924,2015,600000,40000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,130.0,7,4000.0,0.06824471959213402,4060225,9349829290.576693
1924,2018,560000,20000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,4000.0,0.06942355889724311,4072324,9345241150.475103
1924,2014,348000,23000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5,4000.0,0.06591478696741855,4056196,9347539990.551565
1924,2002,35000,184000,Petrol,Individual,Manual,Second Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4008004,9373681889.041765
1924,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,1500.0,0.06356017191977077,4056196,9343046019.924328
1924,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,0.06836257309941521,4076361,9341245277.337366
1924,2006,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523,83.0,176.0,7,1500.0,0.03289734443123266,4024036,9301558303.07911
1924,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,1500.0,0.07560483870967742,4072324,9358638235.930065
1924,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,0.059422110552763814,4052169,9337162835.771126
1924,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,0.07397831526271893,4064256,9356799722.51453
1924,2016,350000,120000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,180.4,5,1750.0,0.06339285714285714,4064256,9338036893.423046
1924,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,1500.0,0.06789352914180817,4060225,9349245221.183615
1924,2015,585000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,1400.0,0.02461355529131986,4060225,9264691439.59035
1924,2015,265000,48000,Petrol,Dealer,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,0.059422110552763814,4060225,9332995535.265059
1924,2017,890000,18300,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,145.0,5,4600.0,0.0783567134268537,4068289,9365000830.315453
1924,2017,635000,120000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,4200.0,0.0683375104427736,4068289,9346333499.506655
1924,2016,900000,110000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,1900.0,0.0797724399494311,4064256,9370110242.1972
1924,2017,620000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,0.06836257309941521,4068289,9345480101.64792
1924,2014,550000,105000,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,215.0,5,1750.0,0.06606141522029373,4056196,9348309327.062853
1924,2012,155000,98000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,1750.0,0.06153846153846154,4048144,9343710432.375187
1924,2018,670000,35000,Diesel,Individual,Manual,First Owner,22.71,1461,84.8,200.0,5,2000.0,0.05804243668720054,4072324,9323039992.510662
1924,2018,3200000,60000,Diesel,Individual,Automatic,First Owner,15.04,2755,168.5,450.0,7,1600.0,0.0633393829401089,4072324,9334328672.971972
1924,2007,100000,70000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,0.05816582914572864,4028049,9348621997.762526
1924,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,0.07091346153846154,4064256,9352800065.748947
1924,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399,68.0,160.0,5,2000.0,0.04860614724803431,4048144,9318826417.19386
1924,2017,600000,40000,Petrol,Individual,Manual,Second Owner,20.3,1199,84.0,114.0,5,3500.0,0.07005838198498748,4068289,9348718040.148243
1924,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,215.0,5,1750.0,0.06608811748998665,4068289,9341434807.93507
1924,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114.0,5,4000.0,0.06850459482038429,4076361,9342430067.140562
1924,2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,1500.0,0.0625,4060225,9338670618.551172
1924,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,280.0,7,1800.0,0.05507113354749885,4060225,9324122186.52549
1924,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,343.0,7,1600.0,0.05693664795509222,4060225,9327838089.1285
1924,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405,69.01,135.0,5,2500.0,0.04911743772241993,4056196,9315211679.62252
1924,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,0.06781326781326781,4052169,9353633669.63425
1924,2013,325000,100000,Diesel,Individual,Manual,First Owner,22.3,1248,88.8,200.0,5,1750.0,0.07115384615384615,4052169,9360191882.7454
1924,2018,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,250.0,5,1500.0,0.07242990654205607,4072324,9352059410.055384
1924,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,4500.0,0.0632317562149158,4064256,9336682601.922539
1924,2004,60000,113000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,0.05816582914572864,4016016,9355468203.977379
1924,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,0.0683375104427736,4056196,9352345166.63712
1924,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,2000.0,0.05931089743589743,4068289,9327816175.031498
1924,2014,425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,130.0,7,4000.0,0.06824471959213402,4056196,9352100716.294321
1924,2009,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586,104.68,145.0,5,4.0,0.06600252206809584,4036081,9359244539.614841
1924,2019,675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5,4000.0,0.06942355889724311,4076361,9343843140.433933
1924,2015,240000,110000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,135.4,5,2500.0,0.0498220640569395,4060225,9313833550.059559
1924,2013,451000,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,170.0,5,1800.0,0.04916422287390029,4052169,9317223569.269785
1924,2017,750000,110000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,190.0,5,2000.0,0.05931089743589743,4068289,9327744476.082977
1924,2017,400000,140000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223.0,7,1600.0,0.02334573748308525,4068289,9257604504.052107
1924,2005,60000,90000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,78.0,5,4500.0,0.06042296072507553,4020025,9357573851.794146
1924,2007,55000,70000,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0,110.0,5,4500.0,0.06548536209553159,4028049,9362815403.646275
1924,1995,55000,70000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,0.04648241206030151,3980025,9360668882.924738
1924,2017,1000000,60000,Diesel,Individual,Automatic,Second Owner,17.01,1582,126.2,259.9,5,1900.0,0.0797724399494311,4068289,9368646195.93836
1924,2006,210000,120000,Diesel,Individual,Manual,First Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4024036,9364571797.864374
1924,2013,409999,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,0.05929487179487179,4052169,9336947671.360807
1924,2017,620000,100000,Diesel,Individual,Manual,Second Owner,16.5,1493,70.0,195.0,7,1400.0,0.04688546550569324,4068289,9303526957.113256
1924,2017,620000,31000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25,5,1750.0,0.062369308600337264,4068289,9333799395.169815
1924,2017,1100000,26000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,145.0,5,4600.0,0.0783567134268537,4068289,9365908358.909729
1924,2013,275000,80000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,101.0,5,3000.0,0.061036789297658864,4052169,9340326347.717821
1924,2011,290000,90000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,0.0,5,0.0,0.06683375104427736,4044121,9356224498.8302
1924,2018,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,0.06836257309941521,4072324,9343174136.781063
1924,2018,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72.0,5,4386.0,0.06713391739674593,4072324,9340773309.823679
1924,2012,180000,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,0.059422110552763814,4048144,9339540500.253784
1924,2008,300000,100000,Diesel,Individual,Manual,Second Owner,11.5,1991,147.9,320.0,7,2000.0,0.07428427925665496,4032064,9377809642.226887
1924,2010,135000,148000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5,2500.0,0.0494269340974212,4040100,9324591563.704311
1924,2009,120000,90000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.0,96.1,5,3000.0,0.0570902394106814,4036081,9341873569.070885
1924,2016,482000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,0.0683375104427736,4064256,9347733235.35474
1924,2013,150000,90000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,135.4,5,2500.0,0.0498220640569395,4052169,9318444843.543673
1924,2012,470000,215000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,7,1800.0,0.05507113354749885,4048144,9331119058.29552
1924,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,90.0,5,3500.0,0.06713426853707415,4068289,9343077980.83325
1924,2012,459999,87000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,0.07112179487179487,4048144,9362476086.686724
1924,2012,140000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,160.0,5,2000.0,0.044490075290896644,4048144,9310329587.16739
1924,2017,800000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,0.07091346153846154,4068289,9350531234.553715
1924,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,190.0,5,2000.0,0.059214743589743594,4044121,9341252229.65898
1924,2017,660000,60000,Diesel,Individual,Manual,Second Owner,16.5,1493,70.0,195.0,7,1400.0,0.04688546550569324,4068289,9303526957.583328
1924,2011,175000,175000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,0.05816582914572864,4044121,9339326428.73339
1924,2012,250000,40000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,1750.0,0.05929487179487179,4048144,9339327687.116976
1924,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,0.0683375104427736,4076361,9339760721.920702
1924,2019,550000,40000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,4200.0,0.0683375104427736,4076361,9340813616.459854
1924,2012,350000,30000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5,4000.0,0.06610169491525424,4048144,9352592653.267221
1924,2011,340000,160000,Diesel,Individual,Manual,Second Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4044121,9352970261.524965
1924,2018,755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190.0,5,2000.0,0.05929487179487179,4072324,9325856004.590002
1924,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104.0,5,4000.0,0.055926544240400666,4068289,9321106210.814732
1924,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,168.5,0.0,5,0.0,0.09649568308786186,4076361,9396766759.929361
1924,2005,110000,53563,Petrol,Dealer,Manual,Second Owner,19.33,1248,83.1,0.0,5,0.0,0.06513240857503153,4020025,9367141088.847267
1924,2013,200000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,0.059422110552763814,4052169,9337234534.249575
1924,2018,575000,70000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170.0,5,1750.0,0.09056761268781302,4072324,9386562927.970108
1924,2019,700000,6000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,4250.0,0.0792964824120603,4076361,9362230303.926403
1924,2004,118000,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,0.05816582914572864,4016016,9355468204.600222
1924,2014,850000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,1600.0,0.06424965580541533,4056196,9344431056.815306
1924,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,168.5,343.0,7,1400.0,0.05734406438631791,4044121,9337780781.575724
1924,2009,307000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,2000.0,0.06009615384615385,4036081,9347749000.835558
1924,2014,220000,50000,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,74.5,5,4000.0,0.06781326781326781,4056196,9351221465.723696
1924,2017,850000,63982,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5,2000.0,0.05997329773030708,4068289,9329494750.66301
1924,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,2000.0,0.059214743589743594,4044121,9341411777.568644
1924,2012,275000,48000,CNG,Individual,Manual,First Owner,13.2,1495,93.7,124.5,5,3500.0,0.06267558528428094,4048144,9346047278.515722
1924,2016,819999,39000,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,259.9,5,1900.0,0.0797724399494311,4064256,9370487348.1027
1924,2011,240000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,2000.0,0.059214743589743594,4044121,9341411777.921196
1924,2003,110000,90000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,12.5,5,3.0,0.06287625418060201,4012009,9366976486.89167
1924,2007,270000,147500,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,1400.0,0.0408981555733761,4028049,9314881229.615992
1924,2008,122000,60000,Diesel,Individual,Manual,Second Owner,12.8,1995,52.0,106.0,5,2200.0,0.02606516290726817,4032064,9283568912.718704
1924,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,135.0,5,2500.0,0.04911743772241993,4064256,9310222642.975224
1924,2017,565000,80000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5,4000.0,0.0725752508361204,4068289,9353711814.819267
1924,2004,120000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,0.0,7,0.0,0.02497027348394768,4016016,9290684399.514353
1924,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,0.05929487179487179,4068289,9327788717.530441
1924,2004,400000,93415,Diesel,Dealer,Manual,First Owner,13.1,2499,141.0,330.0,7,1800.0,0.056422569027611044,4016016,9352576158.947187
1924,2019,630000,15000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.0,190.0,5,2000.0,0.05929487179487179,4076361,9323101236.800604
1924,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,111.7,5,4000.0,0.06591478696741855,4040100,9356729314.522213
1924,2013,350000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,180.0,5,2000.0,0.06163469557964971,4052169,9341522917.532751
1924,2015,516000,90000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,0.06836257309941521,4060225,9350092031.593975
1924,2016,750000,71000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,1600.0,0.06697923643670463,4064256,9345158361.40456
1924,2006,200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,12.7,5,2.0,0.052104208416833664,4024036,9339003563.618368
1924,2017,280000,31000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,0.06781326781326781,4068289,9344338109.04936
1924,2017,600000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,0.06836257309941521,4068289,9345480101.58916
1924,2006,189000,93000,Petrol,Individual,Manual,Second Owner,16.1,1197,85.0,113.0,5,4.0,0.07101086048454469,4024036,9375953735.642832
1924,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,1500.0,0.06789352914180817,4068289,9344633291.061281
1924,2017,750000,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,0.07091346153846154,4068289,9350494100.419582
1924,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,168.5,430.0,5,1750.0,0.08854427213606804,4068289,9386232347.735518
1924,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223.0,7,1600.0,0.02334573748308525,4060225,9262216435.525894
1924,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196,70.0,102.0,5,4000.0,0.05852842809364549,4040100,9342307748.789143
1924,2012,420000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,1400.0,0.02461355529131986,4048144,9271609337.801952
1924,2013,200000,300000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,0.0,8,0.0,0.04483586869495596,4052169,9310658613.05902
1924,2017,350000,20000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,0.06781326781326781,4068289,9344338109.178629
